Category,Retailer,Week,Year,Date,Ordered (Units),Dispatched (Units),Order ($),Dispatched ($),Inventory Total(Units)
Savoury,Other,4,2020,1/27/2020,3068209,2465469,3245922.41,2677397.148,
Savoury,Other,5,2020,2/3/2020,3995415,3417419,4449096.24,3665534.054,
Savoury,Other,6,2020,2/10/2020,4596096,4055627,5039480.7,4520539.113,
Savoury,Other,7,2020,2/17/2020,4245361,3757767,4831547.13,4315193.044,
Savoury,Other,8,2020,2/24/2020,3984372,3452612,4518390.39,3963808.885,
Savoury,Other,9,2020,3/2/2020,4230159,3743956,4745878.42,4104877.703,
Savoury,Other,10,2020,3/9/2020,3259110,2790516,3762411.47,3163502.327,
Savoury,Other,11,2020,3/16/2020,5259675,4041864,5921130.82,4393041.501,
Savoury,Other,12,2020,3/23/2020,5900649,2375728,6720781.68,2695609.335,
Savoury,Other,13,2020,3/30/2020,7468001,2603213,8566999.52,3109172.572,
Savoury,Other,14,2020,4/6/2020,1.04E+07,3664026,1.15E+07,4102102.781,
Savoury,Other,15,2020,4/13/2020,9094053,3381179,1.02E+07,3805565.96,
Savoury,Other,16,2020,4/20/2020,1.13E+07,3834570,1.27E+07,4118591.119,
Savoury,Other,17,2020,4/27/2020,9322242,5052093,1.08E+07,5638673.674,
Savoury,Other,18,2020,5/4/2020,7483609,4359269,8591806.4,4761628.364,
Savoury,Other,19,2020,5/11/2020,8358136,3734652,9668929.79,4077425.111,
Savoury,Other,20,2020,5/18/2020,8543014,4206792,9446171.7,4479083.035,
Savoury,Other,21,2020,5/25/2020,8380307,4759856,9403212.21,5033643.943,
Savoury,Other,22,2020,6/1/2020,7719217,3833358,8687258.84,4251065.667,
Savoury,Other,23,2020,6/8/2020,8806193,4713030,9554247.96,5147097.665,
Savoury,Other,24,2020,6/15/2020,5448783,2737472,6226464.33,3201754.88,
Savoury,Other,25,2020,6/22/2020,6821561,3514000,7653716.51,4001238.85,
Savoury,Other,26,2020,6/29/2020,6075006,3072373,6974435.79,3535188.132,
Savoury,Target,1,2020,1/6/2020,63608,60896,63540.83,60382.405,673147
Savoury,Target,2,2020,1/13/2020,134144,105960,141573.96,111091.345,697673
Savoury,Target,3,2020,1/20/2020,77472,49992,79106.64,52692.671,638979
Savoury,Target,4,2020,1/27/2020,122592,98672,124206.24,99018.372,612742
Savoury,Target,5,2020,2/3/2020,125028,110180,127811.63,111318.89,618246
Savoury,Target,6,2020,2/10/2020,85980,80564,85448.52,79640.622,610889
Savoury,Target,7,2020,2/17/2020,81372,75300,82089.24,75754.245,583093
Savoury,Target,8,2020,2/24/2020,120084,108852,117887.3,105170.108,582529
Savoury,Target,9,2020,3/2/2020,103076,82212,105352.64,80800,540899
Savoury,Target,10,2020,3/9/2020,125240,105848,131747.34,111037.601,483157
Savoury,Target,11,2020,3/16/2020,412524,307944,427074.4,319440.317,268313
Savoury,Target,12,2020,3/23/2020,442372,146668,444958.32,156825.31,212801
Savoury,Target,13,2020,3/30/2020,1306964,188932,1301160.81,204879.956,353022
Savoury,Target,14,2020,4/6/2020,1172016,309456,1167148.54,320416.189,468373
Savoury,Target,15,2020,4/13/2020,816516,260012,823019.86,275092.591,578499
Savoury,Target,16,2020,4/20/2020,463792,167580,464227.79,171633.284,606161
Savoury,Target,17,2020,4/27/2020,498240,238928,498775.76,237531.808,675622
Savoury,Target,18,2020,5/4/2020,229080,126872,226917.11,125262.835,654417
Savoury,Target,19,2020,5/11/2020,390200,133788,387212.49,132799.195,657952
Savoury,Target,20,2020,5/18/2020,653792,270028,650751.01,261729.115,736305
Savoury,Target,21,2020,5/25/2020,299692,146208,299321.75,145099.815,838740
Savoury,Target,22,2020,6/1/2020,218280,84108,218439.33,80444.138,823152
Savoury,Target,23,2020,6/8/2020,184264,72324,182673,68145.99,792888
Savoury,Target,24,2020,6/15/2020,203700,95080,204430.07,94089.782,759162
Savoury,Target,25,2020,6/22/2020,139648,76392,142447.52,73775.844,
Savoury,Target,26,2020,6/29/2020,151540,67504,154959.15,65911.931,
Savoury,Walgreens,1,2020,1/6/2020,588,588,709.31,709.31,95250
Savoury,Walgreens,2,2020,1/13/2020,2280,588,2522.22,657.45,95268
Savoury,Walgreens,3,2020,1/20/2020,3264,576,3717.91,700.94,89127
Savoury,Walgreens,4,2020,1/27/2020,6096,3564,6783.78,3731.5,88280
Savoury,Walgreens,5,2020,2/3/2020,8736,8736,9832.75,9832.75,90295
Savoury,Walgreens,6,2020,2/10/2020,3828,3828,4358.18,4358.18,91636
Savoury,Walgreens,7,2020,2/17/2020,2484,1848,2887.49,2115.76,89071
Savoury,Walgreens,8,2020,2/24/2020,1908,1908,2186.48,2186.48,89307
Savoury,Walgreens,9,2020,3/2/2020,3132,3132,3620.05,3620.05,88196
Savoury,Walgreens,10,2020,3/9/2020,1332,1332,1523.81,1523.81,82425
Savoury,Walgreens,11,2020,3/16/2020,2952,2736,3312.31,3074.476,66926
Savoury,Walgreens,12,2020,3/23/2020,5988,2268,6841.06,2744.92,45859
Savoury,Walgreens,13,2020,3/30/2020,4188,1524,4805.16,1814.66,40117
Savoury,Walgreens,14,2020,4/6/2020,2220,576,2557.33,713.67,55023
Savoury,Walgreens,15,2020,4/13/2020,4428,1740,5275.72,2115.94,54725
Savoury,Walgreens,16,2020,4/20/2020,2568,396,2885.34,436.372,58477
Savoury,Walgreens,17,2020,4/27/2020,4560,2832,5149.05,3186.97,56272
Savoury,Walgreens,18,2020,5/4/2020,5400,4608,6025.35,5151.441,57182
Savoury,Walgreens,19,2020,5/11/2020,1104,312,1280.21,406.3,62078
Savoury,Walgreens,20,2020,5/18/2020,504,24,560.89,31.25,63142
Savoury,Walgreens,21,2020,5/25/2020,15336,11004,18020.57,13093.373,70577
Savoury,Walgreens,22,2020,6/1/2020,9180,3672,10727.64,5780.053,75584
Savoury,Walgreens,23,2020,6/8/2020,1476,96,1669.81,114.52,75872
Savoury,Walgreens,24,2020,6/15/2020,936,936,1116.58,1116.58,73703
Savoury,Walgreens,25,2020,6/22/2020,4272,1452,4804.09,1685.952,
Savoury,Walgreens,26,2020,6/29/2020,4596,132,5084.75,159.012,
Savoury,Walmart,1,2020,1/6/2020,732930,641020,656130.24,557356.204,9150652
Savoury,Walmart,2,2020,1/13/2020,2623389,2390450,2237702.85,1982963.709,8153149
Savoury,Walmart,3,2020,1/20/2020,2876986,2708012,2480650.45,2292374.181,7562224
Savoury,Walmart,4,2020,1/27/2020,3315435,3101812,2759468.78,2542007.269,8000948
Savoury,Walmart,5,2020,2/3/2020,3214432,3016868,2705741.69,2521878.201,7839828
Savoury,Walmart,6,2020,2/10/2020,3372483,3166590,2832722.83,2641984.459,3931642
Savoury,Walmart,7,2020,2/17/2020,3214341,2933730,2680452.54,2432040.513,7611731
Savoury,Walmart,8,2020,2/24/2020,3133928,2903573,2619069.22,2411635.746,7677905
Savoury,Walmart,9,2020,3/2/2020,3600562,3329154,2973406,2732733.001,7483707
Savoury,Walmart,10,2020,3/9/2020,6211952,5740172,4925048.52,4559802.72,8798533
Savoury,Walmart,11,2020,3/16/2020,4420654,3828120,3627870.41,3162094.445,5875748
Savoury,Walmart,12,2020,3/23/2020,5497046,3681000,4598509.28,3156283.77,2815673
Savoury,Walmart,13,2020,3/30/2020,9346615,4057270,7286984.67,3319295.347,3934432
Savoury,Walmart,14,2020,4/6/2020,2.58E+07,5037332,2.11E+07,4003654.826,5431329
Savoury,Walmart,15,2020,4/13/2020,1.34E+07,5711477,1.07E+07,4524890.505,8757974
Savoury,Walmart,16,2020,4/20/2020,4011271,3095139,3387280.49,2590962.051,8040978
Savoury,Walmart,17,2020,4/27/2020,3915235,2923110,3593137.46,2727279.316,8330151
Savoury,Walmart,18,2020,5/4/2020,4033006,2398572,3388624.54,2050185.977,6951291
Savoury,Walmart,19,2020,5/11/2020,5084663,2583868,4236811.91,2166559.469,6427243
Savoury,Walmart,20,2020,5/18/2020,5109937,3338597,4182822.46,2771565.569,6470673
Savoury,Walmart,21,2020,5/25/2020,5345373,3697254,4419717.04,3027994.214,6939694
Savoury,Walmart,22,2020,6/1/2020,3784571,2237460,3207612.68,1897592.368,4704405
Savoury,Walmart,23,2020,6/8/2020,3956002,2239500,3295769.46,1872610.886,7174784
Savoury,Walmart,24,2020,6/15/2020,6422226,4662529,5199732.43,3690306.837,8129196
Savoury,Walmart,25,2020,6/22/2020,3738366,2520449,3113362.84,2035559.731,
Savoury,Walmart,26,2020,6/29/2020,3636293,2420019,3023535.22,2007666.407,
Skin Care,Ahold & Delhaize,1,2020,1/6/2020,4456,4456,14507.48,14507.48,
Skin Care,Ahold & Delhaize,2,2020,1/13/2020,22342,21928,64297.33,63789.687,
Skin Care,Ahold & Delhaize,3,2020,1/20/2020,19262,19134,49618.84,49029.46,
Skin Care,Ahold & Delhaize,4,2020,1/27/2020,16338,16104,49544.21,48676,
Skin Care,Ahold & Delhaize,5,2020,2/3/2020,24534,23426,68750.03,64244.063,
Skin Care,Ahold & Delhaize,6,2020,2/10/2020,41088,35642,144093.14,121081.417,
Skin Care,Ahold & Delhaize,7,2020,2/17/2020,8990,8770,26060.01,25789.14,
Skin Care,Ahold & Delhaize,8,2020,2/24/2020,14676,13788,52300.33,49272.41,
Skin Care,Ahold & Delhaize,9,2020,3/2/2020,29678,29678,87848.97,87848.97,
Skin Care,Ahold & Delhaize,10,2020,3/9/2020,23276,23132,60364.07,59899.74,
Skin Care,Ahold & Delhaize,11,2020,3/16/2020,9968,9436,26648.63,24834.22,
Skin Care,Ahold & Delhaize,12,2020,3/23/2020,8048,7022,25197.11,22390.02,
Skin Care,Ahold & Delhaize,13,2020,3/30/2020,17424,15516,43941.49,40454.434,
Skin Care,Ahold & Delhaize,14,2020,4/6/2020,18826,14402,49122.49,31632.552,
Skin Care,Ahold & Delhaize,15,2020,4/13/2020,17258,13172,48833.28,32898.23,
Skin Care,Ahold & Delhaize,16,2020,4/20/2020,25384,22138,83417.01,71127.111,
Skin Care,Ahold & Delhaize,17,2020,4/27/2020,12712,11058,32018.45,26873.204,
Skin Care,Ahold & Delhaize,18,2020,5/4/2020,21284,17140,69266.25,54218.774,
Skin Care,Ahold & Delhaize,19,2020,5/11/2020,25438,22024,71214,56915.31,
Skin Care,Ahold & Delhaize,20,2020,5/18/2020,16764,12812,54327.32,39900.711,
Skin Care,Ahold & Delhaize,21,2020,5/25/2020,16772,14774,52130.46,44808.54,
Skin Care,Ahold & Delhaize,22,2020,6/1/2020,21068,18932,60512.98,52655.18,
Skin Care,Ahold & Delhaize,23,2020,6/8/2020,27316,23572,82694.94,71543.09,
Skin Care,Ahold & Delhaize,24,2020,6/15/2020,13830,11526,37571.28,33124.126,
Skin Care,Ahold & Delhaize,25,2020,6/22/2020,15226,14642,42874.67,40633.372,
Skin Care,Ahold & Delhaize,26,2020,6/29/2020,15352,14692,46022.01,43182.82,
Skin Care,CVS,1,2020,1/6/2020,40126,36312,173470.37,159018.91,
Skin Care,CVS,2,2020,1/13/2020,275420,260472,1200541.93,1122185.51,
Skin Care,CVS,3,2020,1/20/2020,535722,413461,2775128.29,2032193.886,
Skin Care,CVS,4,2020,1/27/2020,283945,246599,1164136.55,949174.33,
Skin Care,CVS,5,2020,2/3/2020,352618,308816,1600767.8,1395051.498,
Skin Care,CVS,6,2020,2/10/2020,256409,206595,973099.17,751882.353,
Skin Care,CVS,7,2020,2/17/2020,289344,258796,1067654.2,937267.637,
Skin Care,CVS,8,2020,2/24/2020,258267,237453,998883.25,888836.509,
Skin Care,CVS,9,2020,3/2/2020,196210,174852,775926.35,666427.254,
Skin Care,CVS,10,2020,3/9/2020,187545,174495,745720.32,684625.339,
Skin Care,CVS,11,2020,3/16/2020,217252,198498,846397.62,760083.411,
Skin Care,CVS,12,2020,3/23/2020,189913,162343,703342.96,614965.78,
Skin Care,CVS,13,2020,3/30/2020,147317,128667,505779.66,408171.369,
Skin Care,CVS,14,2020,4/6/2020,234688,186244,930569.28,703993.086,
Skin Care,CVS,15,2020,4/13/2020,238146,177686,971007.78,680944.54,
Skin Care,CVS,16,2020,4/20/2020,225880,180906,952898.1,774374.942,
Skin Care,CVS,17,2020,4/27/2020,157996,126542,569857.89,514080.817,
Skin Care,CVS,18,2020,5/4/2020,157374,115228,618528.12,485297.789,
Skin Care,CVS,19,2020,5/11/2020,310871,204847,1396650.46,851007.515,
Skin Care,CVS,20,2020,5/18/2020,109095,88869,513675.5,409497.198,
Skin Care,CVS,21,2020,5/25/2020,168332,97256,760383.63,439296.267,
Skin Care,CVS,22,2020,6/1/2020,213702,169864,966411.44,767658.58,
Skin Care,CVS,23,2020,6/8/2020,172395,135593,766835.51,572252.211,
Skin Care,CVS,24,2020,6/15/2020,228196,178734,1030990.61,806489.886,
Skin Care,CVS,25,2020,6/22/2020,218896,173660,923188.08,693600.271,
Skin Care,CVS,26,2020,6/29/2020,292483,249019,1431869.26,1194535.461,
Skin Care,Dollar General,1,2020,1/6/2020,27020,27404,66200.24,66200.24,
Skin Care,Dollar General,2,2020,1/13/2020,108460,110320,248716.66,246895.42,
Skin Care,Dollar General,3,2020,1/20/2020,75938,77018,202664.3,192973.58,
Skin Care,Dollar General,4,2020,1/27/2020,60614,59006,152848.28,146802.44,
Skin Care,Dollar General,5,2020,2/3/2020,228688,219778,601858.3,578533.84,
Skin Care,Dollar General,6,2020,2/10/2020,182718,184062,456989.7,455034.66,
Skin Care,Dollar General,7,2020,2/17/2020,1139968,889680,3008243.26,2421374.46,
Skin Care,Dollar General,8,2020,2/24/2020,210186,208014,536785.68,529272.24,
Skin Care,Dollar General,9,2020,3/2/2020,303082,285842,716403.58,674051.9,
Skin Care,Dollar General,10,2020,3/9/2020,131082,128786,302735.76,299106.64,
Skin Care,Dollar General,11,2020,3/16/2020,180800,176900,446971.04,435660.68,
Skin Care,Dollar General,12,2020,3/23/2020,168864,169524,415375.2,406606.92,
Skin Care,Dollar General,13,2020,3/30/2020,219322,223226,643359.2,626804.96,
Skin Care,Dollar General,14,2020,4/6/2020,224148,223376,619184.08,590218.44,
Skin Care,Dollar General,15,2020,4/13/2020,155994,158494,402814.32,398745.04,
Skin Care,Dollar General,16,2020,4/20/2020,185056,184136,457083.56,454518.56,
Skin Care,Dollar General,17,2020,4/27/2020,192348,191106,511384.08,502232.04,
Skin Care,Dollar General,18,2020,5/4/2020,237882,235914,634592.36,621219.78,
Skin Care,Dollar General,19,2020,5/11/2020,225934,225342,624991.72,621389.58,
Skin Care,Dollar General,20,2020,5/18/2020,210346,209002,574719.52,560830.72,
Skin Care,Dollar General,21,2020,5/25/2020,317578,289974,900409.16,805941.1,
Skin Care,Dollar General,22,2020,6/1/2020,223036,214274,614338.6,580726.6,
Skin Care,Dollar General,23,2020,6/8/2020,269430,263382,769080.24,744187.8,
Skin Care,Dollar General,24,2020,6/15/2020,133308,128412,354465.48,334955.4,
Skin Care,Dollar General,25,2020,6/22/2020,195862,188586,499681.84,469228.08,
Skin Care,Dollar General,26,2020,6/29/2020,200562,190246,546637.68,515155.06,
Skin Care,Family Dollar,1,2020,1/6/2020,23148,22128,64973.73,61753.72,
Skin Care,Family Dollar,2,2020,1/13/2020,90890,86178,229558.03,218213.842,
Skin Care,Family Dollar,3,2020,1/20/2020,188292,180676,481724.26,469514.961,
Skin Care,Family Dollar,4,2020,1/27/2020,183594,164958,447654.45,402526.662,
Skin Care,Family Dollar,5,2020,2/3/2020,111212,93750,273231.54,240173.775,
Skin Care,Family Dollar,6,2020,2/10/2020,116366,107004,296414.89,278467.417,
Skin Care,Family Dollar,7,2020,2/17/2020,108358,94536,319874.94,265650.971,
Skin Care,Family Dollar,8,2020,2/24/2020,105324,81272,316951.42,220092.614,
Skin Care,Family Dollar,9,2020,3/2/2020,155294,143064,392400.43,360886.483,
Skin Care,Family Dollar,10,2020,3/9/2020,118208,109820,311057.89,294526.556,
Skin Care,Family Dollar,11,2020,3/16/2020,126594,119102,357760.2,337933.522,
Skin Care,Family Dollar,12,2020,3/23/2020,108652,103534,300970.04,288300.174,
Skin Care,Family Dollar,13,2020,3/30/2020,131348,124194,357360.87,338540.379,
Skin Care,Family Dollar,14,2020,4/6/2020,124170,114564,327801.17,300688.818,
Skin Care,Family Dollar,15,2020,4/13/2020,209478,199906,474464.19,450318.244,
Skin Care,Family Dollar,16,2020,4/20/2020,226918,207018,542746.43,501293.487,
Skin Care,Family Dollar,17,2020,4/27/2020,102256,99948,302032.66,295294.373,
Skin Care,Family Dollar,18,2020,5/4/2020,194692,187086,550789.1,541628.819,
Skin Care,Family Dollar,19,2020,5/11/2020,242134,231330,721321.76,690309.661,
Skin Care,Family Dollar,20,2020,5/18/2020,177020,164690,477537.58,447917.481,
Skin Care,Family Dollar,21,2020,5/25/2020,185316,180040,541126.37,521784.017,
Skin Care,Family Dollar,22,2020,6/1/2020,126842,116902,337050.13,303066.535,
Skin Care,Family Dollar,23,2020,6/8/2020,183918,174378,557768.21,515264.24,
Skin Care,Family Dollar,24,2020,6/15/2020,146456,130468,454149.68,411961.002,
Skin Care,Family Dollar,25,2020,6/22/2020,131982,121570,317505.53,281638.593,
Skin Care,Family Dollar,26,2020,6/29/2020,189132,179982,489194.26,458826.428,
Skin Care,HEB,1,2020,1/6/2020,38982,36962,102241.8,97944.31,
Skin Care,HEB,2,2020,1/13/2020,77786,71602,216227.05,199583.665,
Skin Care,HEB,3,2020,1/20/2020,47896,37750,133668.73,107649.575,
Skin Care,HEB,4,2020,1/27/2020,76308,67202,226085.39,204014.678,
Skin Care,HEB,5,2020,2/3/2020,33992,31558,117416.87,108451.01,
Skin Care,HEB,6,2020,2/10/2020,58920,51168,182832.87,154192.12,
Skin Care,HEB,7,2020,2/17/2020,51804,43332,136682.82,117589.155,
Skin Care,HEB,8,2020,2/24/2020,47828,43156,140804.45,131755.095,
Skin Care,HEB,9,2020,3/2/2020,37170,34718,129286.4,105854.856,
Skin Care,HEB,10,2020,3/9/2020,64540,58202,180216.92,163859.394,
Skin Care,HEB,11,2020,3/16/2020,106650,94938,311980.32,284976.09,
Skin Care,HEB,12,2020,3/23/2020,57188,53562,177406.19,160118.273,
Skin Care,HEB,13,2020,3/30/2020,29090,27434,105515.14,102531.85,
Skin Care,HEB,14,2020,4/6/2020,28978,24014,83978.98,67669.797,
Skin Care,HEB,15,2020,4/13/2020,31248,21848,122410.1,85641.511,
Skin Care,HEB,16,2020,4/20/2020,35398,30368,107632.97,89929.902,
Skin Care,HEB,17,2020,4/27/2020,34106,32968,110496.12,107595.672,
Skin Care,HEB,18,2020,5/4/2020,60666,53490,192330.7,167187.435,
Skin Care,HEB,19,2020,5/11/2020,34008,29714,103550.55,87646.302,
Skin Care,HEB,20,2020,5/18/2020,51700,48296,167118.52,150694.877,
Skin Care,HEB,21,2020,5/25/2020,36948,29486,140612.12,111116.125,
Skin Care,HEB,22,2020,6/1/2020,55614,43436,236415.82,142467.053,
Skin Care,HEB,23,2020,6/8/2020,51624,39836,183553.91,136196.605,
Skin Care,HEB,24,2020,6/15/2020,43552,34238,138195.37,107176.724,
Skin Care,HEB,25,2020,6/22/2020,76308,55340,242541.81,170860.39,
Skin Care,HEB,26,2020,6/29/2020,44600,39982,148596.36,130547.577,
Skin Care,Kroger,1,2020,1/6/2020,52926,48546,185690.75,169987.185,
Skin Care,Kroger,2,2020,1/13/2020,101992,97106,322517.87,314986.272,
Skin Care,Kroger,3,2020,1/20/2020,154566,131776,521749.83,425518.301,
Skin Care,Kroger,4,2020,1/27/2020,119224,111678,412374.43,390222.589,
Skin Care,Kroger,5,2020,2/3/2020,124050,117392,430123.57,391669.286,
Skin Care,Kroger,6,2020,2/10/2020,105308,102728,380234.88,364674.925,
Skin Care,Kroger,7,2020,2/17/2020,94682,91490,371446.78,354134.14,
Skin Care,Kroger,8,2020,2/24/2020,118800,117264,428607.12,420478.379,
Skin Care,Kroger,9,2020,3/2/2020,120130,117370,478268.75,464072.839,
Skin Care,Kroger,10,2020,3/9/2020,116974,115842,461741.24,453694.338,
Skin Care,Kroger,11,2020,3/16/2020,131956,130126,453375.37,444800.831,
Skin Care,Kroger,12,2020,3/23/2020,135962,131798,499232.21,483362.311,
Skin Care,Kroger,13,2020,3/30/2020,73750,68542,291633.2,271761.871,
Skin Care,Kroger,14,2020,4/6/2020,96372,94524,365055.48,354143.2,
Skin Care,Kroger,15,2020,4/13/2020,187942,158768,584987.33,542835.62,
Skin Care,Kroger,16,2020,4/20/2020,169482,162954,610893.2,579609.807,
Skin Care,Kroger,17,2020,4/27/2020,151628,141066,607711.15,544938.139,
Skin Care,Kroger,18,2020,5/4/2020,158132,140526,603241.15,533254.168,
Skin Care,Kroger,19,2020,5/11/2020,139422,116418,519925.61,436155.902,
Skin Care,Kroger,20,2020,5/18/2020,158632,147740,614338.91,559063.781,
Skin Care,Kroger,21,2020,5/25/2020,144010,138368,545056.65,510604.935,
Skin Care,Kroger,22,2020,6/1/2020,178550,128370,808141.55,490105.388,
Skin Care,Kroger,23,2020,6/8/2020,275990,214910,1029050.55,788526.047,
Skin Care,Kroger,24,2020,6/15/2020,236318,217230,826608.6,742096.155,
Skin Care,Kroger,25,2020,6/22/2020,274824,251056,956377.94,884183.457,
Skin Care,Kroger,26,2020,6/29/2020,229658,151646,761907.48,553179.915,
Skin Care,Meijer,1,2020,1/6/2020,35804,31082,110180.28,97586.105,
Skin Care,Meijer,2,2020,1/13/2020,74344,67018,228129.19,205426.387,
Skin Care,Meijer,3,2020,1/20/2020,69456,59582,219473.45,190492.136,
Skin Care,Meijer,4,2020,1/27/2020,28948,21438,91504.3,71434.879,
Skin Care,Meijer,5,2020,2/3/2020,79530,67028,238923.14,199116.096,
Skin Care,Meijer,6,2020,2/10/2020,71262,59340,232520.76,200644.098,
Skin Care,Meijer,7,2020,2/17/2020,65002,60408,208996.56,193839.27,
Skin Care,Meijer,8,2020,2/24/2020,69488,61518,257088.91,224885.253,
Skin Care,Meijer,9,2020,3/2/2020,70224,45312,207754.13,136732.453,
Skin Care,Meijer,10,2020,3/9/2020,48084,44598,160039.87,148309.67,
Skin Care,Meijer,11,2020,3/16/2020,42206,36410,122394.72,102998.17,
Skin Care,Meijer,12,2020,3/23/2020,177580,143498,464613.45,395992.715,
Skin Care,Meijer,13,2020,3/30/2020,51784,47760,148535.85,137695.746,
Skin Care,Meijer,14,2020,4/6/2020,10498,9060,40117.51,34145.458,
Skin Care,Meijer,15,2020,4/13/2020,80808,62222,229361.41,158853.665,
Skin Care,Meijer,16,2020,4/20/2020,9606,6964,43867.22,28512.825,
Skin Care,Meijer,17,2020,4/27/2020,33966,26200,140263.54,108988.41,
Skin Care,Meijer,18,2020,5/4/2020,46978,37418,168761.56,135211.464,
Skin Care,Meijer,19,2020,5/11/2020,4858,4730,22165.96,21537.862,
Skin Care,Meijer,20,2020,5/18/2020,42276,39042,171556.79,160086.29,
Skin Care,Meijer,21,2020,5/25/2020,62076,44106,206884.74,187030.795,
Skin Care,Meijer,22,2020,6/1/2020,72144,62600,265443.48,223548.055,
Skin Care,Meijer,23,2020,6/8/2020,57644,48176,248229.58,203834,
Skin Care,Meijer,24,2020,6/15/2020,26420,22592,79050.14,67817.127,
Skin Care,Meijer,25,2020,6/22/2020,67780,58248,255615.08,220060.339,
Skin Care,Meijer,26,2020,6/29/2020,44208,39714,152523.55,138382.27,
Skin Care,Other,1,2020,1/6/2020,351684,321430,1095362.18,977359.791,
Skin Care,Other,2,2020,1/13/2020,1345020,1135938,3731633.66,3209274.125,
Skin Care,Other,3,2020,1/20/2020,1604601,1265752,4062689.81,3187325.566,
Skin Care,Other,4,2020,1/27/2020,769997,690639,2935067.87,2671100.969,
Skin Care,Other,5,2020,2/3/2020,1246982,840247,4403883.21,3624928.24,
Skin Care,Other,6,2020,2/10/2020,827556,688486,2969699.54,2496808.04,
Skin Care,Other,7,2020,2/17/2020,1035022,879598,3750091.53,3257184.843,
Skin Care,Other,8,2020,2/24/2020,1163035,873811,4757408.44,3556572.539,
Skin Care,Other,9,2020,3/2/2020,1926409,1449319,8399921.13,5843143.663,
Skin Care,Other,10,2020,3/9/2020,1172404,922481,5252407.83,3987979.479,
Skin Care,Other,11,2020,3/16/2020,1366695,1105067,4946119.3,3492992.154,
Skin Care,Other,12,2020,3/23/2020,1512087,981528,6208448.25,3952009.494,
Skin Care,Other,13,2020,3/30/2020,1370730,1178422,5301874.33,4419196.864,
Skin Care,Other,14,2020,4/6/2020,1066359,878629,4379687.16,3451372.178,
Skin Care,Other,15,2020,4/13/2020,1521582,980557,6824425.43,4111787.846,
Skin Care,Other,16,2020,4/20/2020,1529605,1032832,6393906.88,4082614.703,
Skin Care,Other,17,2020,4/27/2020,1308502,1007211,6081083.21,4681589.874,
Skin Care,Other,18,2020,5/4/2020,1304854,1020452,7915057.64,6386301.33,
Skin Care,Other,19,2020,5/11/2020,1609787.28,1335638,1.17E+07,1.00E+07,
Skin Care,Other,20,2020,5/18/2020,1849812.992,1505707.992,1.23E+07,1.02E+07,
Skin Care,Other,21,2020,5/25/2020,1284937.992,991539.992,7358452.13,5556038.26,
Skin Care,Other,22,2020,6/1/2020,1282752,1000290,5945015.8,4515081.337,
Skin Care,Other,23,2020,6/8/2020,1105742,719485,4272322.44,2900242.028,
Skin Care,Other,24,2020,6/15/2020,1090955,858050,4793566.08,3633559.994,
Skin Care,Other,25,2020,6/22/2020,1238470,946523,4977132.04,3814785.13,
Skin Care,Other,26,2020,6/29/2020,1485224,1346666,5726255.18,4930911.606,
Skin Care,Target,1,2020,1/6/2020,318786,220138,1262183.14,867797.832,
Skin Care,Target,2,2020,1/13/2020,757838,531022,2880976.95,2027351.22,
Skin Care,Target,3,2020,1/20/2020,756414,550260,2906298.02,2148546.206,
Skin Care,Target,4,2020,1/27/2020,840516,635466,3181497.75,2394726.686,
Skin Care,Target,5,2020,2/3/2020,1164394,959252,4042368.22,3251718.495,
Skin Care,Target,6,2020,2/10/2020,896448,698482,3491209.06,2728783.164,
Skin Care,Target,7,2020,2/17/2020,1130128,831048,3942595.14,2953933.771,
Skin Care,Target,8,2020,2/24/2020,1016080,835162,3847593.06,3195946.751,
Skin Care,Target,9,2020,3/2/2020,805320,713460,3022058.3,2621402.939,
Skin Care,Target,10,2020,3/9/2020,701270,640720,2538121.34,2261149.119,
Skin Care,Target,11,2020,3/16/2020,798348,702814,2868810.19,2539950.867,
Skin Care,Target,12,2020,3/23/2020,1215454,952112,4143276.43,3193565.99,
Skin Care,Target,13,2020,3/30/2020,1141358,727100,4624871.82,2797699.765,
Skin Care,Target,14,2020,4/6/2020,922998,673380,3797267.06,2699509.085,
Skin Care,Target,15,2020,4/13/2020,708302,517854,3153541.66,2166248.863,
Skin Care,Target,16,2020,4/20/2020,582516,414550,2594504.7,1835732.812,
Skin Care,Target,17,2020,4/27/2020,934318,621050,4250987.94,2861048.98,
Skin Care,Target,18,2020,5/4/2020,1013436,653028,4506733.66,2889217.506,
Skin Care,Target,19,2020,5/11/2020,1077752,654312,4551236.57,2646985.198,
Skin Care,Target,20,2020,5/18/2020,1271024,848632,5545584.5,3472336.635,
Skin Care,Target,21,2020,5/25/2020,1392214,883818,6350328.49,3782842.42,
Skin Care,Target,22,2020,6/1/2020,1444614,758658,6446883.21,3310888.156,
Skin Care,Target,23,2020,6/8/2020,1108046,636168,4681099.94,2597504.897,
Skin Care,Target,24,2020,6/15/2020,811610,469284,3762574.2,1976475.159,
Skin Care,Target,25,2020,6/22/2020,720060,489056,3164082.82,2025092.094,
Skin Care,Target,26,2020,6/29/2020,1291214,997514,5404677.79,4020885.923,
Skin Care,Walgreens,1,2020,1/6/2020,47524,39756,201592.33,160416.92,
Skin Care,Walgreens,2,2020,1/13/2020,282138,246492,1247555,1193602.816,
