Category,Retailer,Week,Year,Date,Ordered (Units),Dispatched (Units),Order ($),Dispatched ($),Inventory Total(Units)
Packaged IC,Target,14,2020,4/6/2020,,,,,236799
Packaged IC,Target,15,2020,4/13/2020,,,,,339816
Packaged IC,Target,16,2020,4/20/2020,,,,,354403
Packaged IC,Target,17,2020,4/27/2020,,,,,360406
Packaged IC,Target,18,2020,5/4/2020,,,,,408568
Packaged IC,Target,19,2020,5/11/2020,,,,,565378
Packaged IC,Target,20,2020,5/18/2020,,,,,679749
Packaged IC,Target,21,2020,5/25/2020,,,,,722400
Packaged IC,Target,22,2020,6/1/2020,,,,,614607
Packaged IC,Target,23,2020,6/8/2020,,,,,727994
Packaged IC,Target,24,2020,6/15/2020,,,,,650270
Packaged IC,Walgreens,1,2020,1/6/2020,,,,,410633
Packaged IC,Walgreens,2,2020,1/13/2020,,,,,424085
Packaged IC,Walgreens,3,2020,1/20/2020,,,,,427949
Packaged IC,Walgreens,4,2020,1/27/2020,,,,,408535
Packaged IC,Walgreens,5,2020,2/3/2020,,,,,422095
Packaged IC,Walgreens,6,2020,2/10/2020,,,,,411977
Packaged IC,Walgreens,7,2020,2/17/2020,,,,,422523
Packaged IC,Walgreens,8,2020,2/24/2020,,,,,428121
Packaged IC,Walgreens,9,2020,3/2/2020,,,,,429789
Packaged IC,Walgreens,10,2020,3/9/2020,,,,,413580
Packaged IC,Walgreens,11,2020,3/16/2020,,,,,415463
Packaged IC,Walgreens,12,2020,3/23/2020,,,,,406460
Packaged IC,Walgreens,13,2020,3/30/2020,,,,,400122
Packaged IC,Walgreens,14,2020,4/6/2020,,,,,380750
Packaged IC,Walgreens,15,2020,4/13/2020,,,,,391991
Packaged IC,Walgreens,16,2020,4/20/2020,,,,,399542
Packaged IC,Walgreens,17,2020,4/27/2020,,,,,401787
Packaged IC,Walgreens,18,2020,5/4/2020,,,,,406177
Packaged IC,Walgreens,19,2020,5/11/2020,,,,,379042
Packaged IC,Walgreens,20,2020,5/18/2020,,,,,396984
Packaged IC,Walgreens,21,2020,5/25/2020,,,,,408328
Packaged IC,Walgreens,22,2020,6/1/2020,,,,,414706
Packaged IC,Walgreens,23,2020,6/8/2020,,,,,412542
Packaged IC,Walgreens,24,2020,6/15/2020,,,,,421530
Packaged IC,Walmart,1,2020,1/6/2020,,,,,1696866
Packaged IC,Walmart,2,2020,1/13/2020,,,,,1590903
Packaged IC,Walmart,3,2020,1/20/2020,,,,,1547712
Packaged IC,Walmart,4,2020,1/27/2020,,,,,1638146
Packaged IC,Walmart,5,2020,2/3/2020,,,,,1606639
Packaged IC,Walmart,6,2020,2/10/2020,,,,,955595
Packaged IC,Walmart,7,2020,2/17/2020,,,,,1555188
Packaged IC,Walmart,8,2020,2/24/2020,,,,,1493068
Packaged IC,Walmart,9,2020,3/2/2020,,,,,1531810
Packaged IC,Walmart,10,2020,3/9/2020,,,,,1449281
Packaged IC,Walmart,11,2020,3/16/2020,,,,,1307178
Packaged IC,Walmart,12,2020,3/23/2020,,,,,1167737
Packaged IC,Walmart,13,2020,3/30/2020,,,,,1422175
Packaged IC,Walmart,14,2020,4/6/2020,,,,,1408650
Packaged IC,Walmart,15,2020,4/13/2020,,,,,1374543
Packaged IC,Walmart,16,2020,4/20/2020,,,,,1342823
Packaged IC,Walmart,17,2020,4/27/2020,,,,,1332653
Packaged IC,Walmart,18,2020,5/4/2020,,,,,1552485
Packaged IC,Walmart,19,2020,5/11/2020,,,,,1768811
Packaged IC,Walmart,20,2020,5/18/2020,,,,,1837478
Packaged IC,Walmart,21,2020,5/25/2020,,,,,1790266
Packaged IC,Walmart,22,2020,6/1/2020,,,,,916820
Packaged IC,Walmart,23,2020,6/8/2020,,,,,1970586
Packaged IC,Walmart,24,2020,6/15/2020,,,,,2078179
Personal Wash,Ahold & Delhaize,1,2020,1/6/2020,17552,13676,55994.1,47213.33,434623
Personal Wash,Ahold & Delhaize,2,2020,1/13/2020,73884,71156,287097.36,281581.435,467858
Personal Wash,Ahold & Delhaize,3,2020,1/20/2020,72196,67828,236547.57,227624.35,452881
Personal Wash,Ahold & Delhaize,4,2020,1/27/2020,75629,72680,272515.29,261021.79,474113
Personal Wash,Ahold & Delhaize,5,2020,2/3/2020,74520,73180,268223.8,262863.993,509509
Personal Wash,Ahold & Delhaize,6,2020,2/10/2020,90015,81641,301521.38,280027.885,531328
Personal Wash,Ahold & Delhaize,7,2020,2/17/2020,34735,33701,104299.73,100805.698,499283
Personal Wash,Ahold & Delhaize,8,2020,2/24/2020,31180,29512,118795.21,115163.663,435423
Personal Wash,Ahold & Delhaize,9,2020,3/2/2020,102907,101749,314433.1,312554.47,492565
Personal Wash,Ahold & Delhaize,10,2020,3/9/2020,120655,118011,401415.19,391063.511,539883
Personal Wash,Ahold & Delhaize,11,2020,3/16/2020,124405,110817,407424.02,378876.724,496998
Personal Wash,Ahold & Delhaize,12,2020,3/23/2020,85882,78862,290291.79,261709.067,399552
Personal Wash,Ahold & Delhaize,13,2020,3/30/2020,107429,79797,418128.79,306643.404,384014
Personal Wash,Ahold & Delhaize,14,2020,4/6/2020,232024,135984,935971.13,605625.746,407492
Personal Wash,Ahold & Delhaize,15,2020,4/13/2020,165714,59682,622989.96,170938.49,400930
Personal Wash,Ahold & Delhaize,16,2020,4/20/2020,147329,68693,555525.53,242909.495,386212
Personal Wash,Ahold & Delhaize,17,2020,4/27/2020,82859,51570,262683.4,153572.999,352167
Personal Wash,Ahold & Delhaize,18,2020,5/4/2020,79712,56830,307971.81,219465.3,380722
Personal Wash,Ahold & Delhaize,19,2020,5/11/2020,231996,89816,320774.7,256506.52,340564
Personal Wash,Ahold & Delhaize,20,2020,5/18/2020,91145,47841,263313.23,189165.426,363563
Personal Wash,Ahold & Delhaize,21,2020,5/25/2020,104585,57478,366899.29,210779.409,330266
Personal Wash,Ahold & Delhaize,22,2020,6/1/2020,121402,116691,388854.14,366633.149,359460
Personal Wash,Ahold & Delhaize,23,2020,6/8/2020,77790,54900,280819.81,195471.582,388198
Personal Wash,Ahold & Delhaize,24,2020,6/15/2020,79656,65472,307452.6,253171.069,380489
Personal Wash,Ahold & Delhaize,25,2020,6/22/2020,124002,111194,408315.9,356346.03,
Personal Wash,Ahold & Delhaize,26,2020,6/29/2020,48775,42615,197854.78,174808.924,
Personal Wash,CVS,1,2020,1/6/2020,36296,35018,196351.72,187966.721,3200308
Personal Wash,CVS,2,2020,1/13/2020,442778,433590,2156182.97,2095367.248,3178953
Personal Wash,CVS,3,2020,1/20/2020,396623,357633,2097692.55,1891503.71,3242018
Personal Wash,CVS,4,2020,1/27/2020,253540,249084,1375065.04,1324654.362,3289154
Personal Wash,CVS,5,2020,2/3/2020,393860,342728,1837751.7,1554860.64,996572
Personal Wash,CVS,6,2020,2/10/2020,210634,182931,947787.91,817807.014,987488
Personal Wash,CVS,7,2020,2/17/2020,284250,273244,1295580.73,1248652.113,978473
Personal Wash,CVS,8,2020,2/24/2020,294081,286199,1261012.64,1222371.973,956751
Personal Wash,CVS,9,2020,3/2/2020,284686,278698,1176942.12,1150402.236,1003871
Personal Wash,CVS,10,2020,3/9/2020,143351,139763,595012.49,582391.008,810365
Personal Wash,CVS,11,2020,3/16/2020,518131,475419,2697635.32,2500433.86,810365
Personal Wash,CVS,12,2020,3/23/2020,476707,421097,2277445.34,1943618.901,798176
Personal Wash,CVS,13,2020,3/30/2020,801765,471715,4428774.94,2345724.042,850831
Personal Wash,CVS,14,2020,4/6/2020,653386,404271,3349517.77,1866480.313,1032542
Personal Wash,CVS,15,2020,4/13/2020,532187,299723,2709611.79,1362710.478,1179038
Personal Wash,CVS,16,2020,4/20/2020,461193,228248,2593617.42,1122493.345,1288178
Personal Wash,CVS,17,2020,4/27/2020,343970,172990,1927073.16,860633.962,1314537
Personal Wash,CVS,18,2020,5/4/2020,224656,128435,1459945.27,797358.003,1267939
Personal Wash,CVS,19,2020,5/11/2020,314703,259852,1857747.26,1482697.366,1427490
Personal Wash,CVS,20,2020,5/18/2020,109243,89092,637139.77,503648.638,1352556
Personal Wash,CVS,21,2020,5/25/2020,157683,106180,905819.75,628077.479,1236495
Personal Wash,CVS,22,2020,6/1/2020,272337,172717,1142755.04,792886.121,1209753
Personal Wash,CVS,23,2020,6/8/2020,204087,101524,829060.14,515868.851,1172664
Personal Wash,CVS,24,2020,6/15/2020,403347,273089,1464128.78,1140977.438,1128431
Personal Wash,CVS,25,2020,6/22/2020,567451,390457,2038069.34,1467833.111,
Personal Wash,CVS,26,2020,6/29/2020,380529,323611,1389657.99,1174090.191,
Personal Wash,Dollar General,1,2020,1/6/2020,53744,48670,174872,166914.32,6520507
Personal Wash,Dollar General,2,2020,1/13/2020,176440,174622,529159.28,518027,6316651
Personal Wash,Dollar General,3,2020,1/20/2020,297981,294215,853233.63,839531.79,6154248
Personal Wash,Dollar General,4,2020,1/27/2020,305194,299273,971245.2,954351.92,6023839
Personal Wash,Dollar General,5,2020,2/3/2020,515995,373594,1503936.22,1102694.9,5847954
Personal Wash,Dollar General,6,2020,2/10/2020,590698,561870,1751037.4,1676603.74,5643844
Personal Wash,Dollar General,7,2020,2/17/2020,1313162,999750,3859060.1,3241518.36,6127903
Personal Wash,Dollar General,8,2020,2/24/2020,539508,528674,1586616.26,1561685.34,6305783
Personal Wash,Dollar General,9,2020,3/2/2020,1157684,1152558,3485075.07,3462546.19,6271171
Personal Wash,Dollar General,10,2020,3/9/2020,774001,764113,1786645.17,1753124.41,6325585
Personal Wash,Dollar General,11,2020,3/16/2020,600356,577784,1843980.52,1772346.84,6546516
Personal Wash,Dollar General,12,2020,3/23/2020,765443,723398,2587444.68,2415687.24,6480861
Personal Wash,Dollar General,13,2020,3/30/2020,534142,503340,1802408.68,1677413.91,9937572
Personal Wash,Dollar General,14,2020,4/6/2020,670072,611739,2137156.08,1916505.75,6286906
Personal Wash,Dollar General,15,2020,4/13/2020,562474,531270,1876752.36,1751804.24,6226833
Personal Wash,Dollar General,16,2020,4/20/2020,622292,607918,1931012.56,1847629.72,6158902
Personal Wash,Dollar General,17,2020,4/27/2020,624778,614513,1878053.74,1808727.91,6210895
Personal Wash,Dollar General,18,2020,5/4/2020,1027292,1068975,3362441.64,3296975.52,6306257
Personal Wash,Dollar General,19,2020,5/11/2020,510340,505623,1683324.74,1659920.39,6265622
Personal Wash,Dollar General,20,2020,5/18/2020,520320,516297,1855215.52,1797771.52,6297053
Personal Wash,Dollar General,21,2020,5/25/2020,765948,749135,2507405.94,2405381.22,6324462
Personal Wash,Dollar General,22,2020,6/1/2020,551186,535347,1676871.62,1606066.51,6433072
Personal Wash,Dollar General,23,2020,6/8/2020,627646,597551,2091267.12,1988630.56,6449365
Personal Wash,Dollar General,24,2020,6/15/2020,656088,647406,1966475.84,1920253.58,6355569
Personal Wash,Dollar General,25,2020,6/22/2020,797326,729134,2568447.48,2347118.02,
Personal Wash,Dollar General,26,2020,6/29/2020,930804,875569,2970827.04,2772711.42,
Personal Wash,Family Dollar,1,2020,1/6/2020,68474,63550,207520.23,188710.883,3645379
Personal Wash,Family Dollar,2,2020,1/13/2020,337149,302187,1000347.4,909332.935,3462232
Personal Wash,Family Dollar,3,2020,1/20/2020,364147,324203,1082315.89,975614.47,3326249
Personal Wash,Family Dollar,4,2020,1/27/2020,317982,283698,968842.66,879089.017,3482930
Personal Wash,Family Dollar,5,2020,2/3/2020,256656,225510,753210.17,662380.412,3403896
Personal Wash,Family Dollar,6,2020,2/10/2020,411260,371768,1131754.79,1016345.41,3176986
Personal Wash,Family Dollar,7,2020,2/17/2020,518256,457556,1295273.15,1124763.701,3282585
Personal Wash,Family Dollar,8,2020,2/24/2020,420802,385420,1181753.16,1094181.28,3415608
Personal Wash,Family Dollar,9,2020,3/2/2020,762396,704164,2078402.74,1987033.498,3487803
Personal Wash,Family Dollar,10,2020,3/9/2020,333526,250874,938552.89,715416.877,3423460
Personal Wash,Family Dollar,11,2020,3/16/2020,360258,334752,1007151.28,937251.513,3205663
Personal Wash,Family Dollar,12,2020,3/23/2020,467810,454558,1374824.17,1330838.029,2860005
Personal Wash,Family Dollar,13,2020,3/30/2020,651611,579910,1956946.3,1769316.447,2968995
Personal Wash,Family Dollar,14,2020,4/6/2020,458326,355892,1249269.93,981894.637,3044779
Personal Wash,Family Dollar,15,2020,4/13/2020,568546,493800,1678715.54,1496358.619,2957123
Personal Wash,Family Dollar,16,2020,4/20/2020,415164,357714,1255296,1090972.377,3084909
Personal Wash,Family Dollar,17,2020,4/27/2020,283216,264514,809576.57,762844.698,3023023
Personal Wash,Family Dollar,18,2020,5/4/2020,476776,459302,1355789.75,1295495.476,2966384
Personal Wash,Family Dollar,19,2020,5/11/2020,558982,542099,1556568.93,1497313.899,3137890
Personal Wash,Family Dollar,20,2020,5/18/2020,311346,294480,872720.99,822622.064,3166546
Personal Wash,Family Dollar,21,2020,5/25/2020,640176,621774,1779998.41,1742044.607,3202139
Personal Wash,Family Dollar,22,2020,6/1/2020,556668,504774,1247323.43,1217122.529,3483710
Personal Wash,Family Dollar,23,2020,6/8/2020,553026,535080,1449128.14,1372391.729,3570559
Personal Wash,Family Dollar,24,2020,6/15/2020,535368,466484,1470354.23,1304015.95,3610322
Personal Wash,Family Dollar,25,2020,6/22/2020,482790,425394,1410002.43,1225081.626,
Personal Wash,Family Dollar,26,2020,6/29/2020,680098,628776,2045553.08,1867314.634,
Personal Wash,HEB,1,2020,1/6/2020,163452,157878,476999.2,461323.621,0
Personal Wash,HEB,2,2020,1/13/2020,148791,136205,511171.76,452372.803,385119
Personal Wash,HEB,3,2020,1/20/2020,159391,145661,604729.46,579580.459,337145
Personal Wash,HEB,4,2020,1/27/2020,175009,150143,746081.83,692131.931,268404
Personal Wash,HEB,5,2020,2/3/2020,169296,138994,562429.39,490837.229,269794
Personal Wash,HEB,6,2020,2/10/2020,218461,188869,734445.32,646487.932,224766
Personal Wash,HEB,7,2020,2/17/2020,161891,146903,624089.58,571037.615,250244
Personal Wash,HEB,8,2020,2/24/2020,177646,141049,579118.36,482184.932,284856
Personal Wash,HEB,9,2020,3/2/2020,178215,142246,747527.67,501156.963,241464
Personal Wash,HEB,10,2020,3/9/2020,248502,226564,907784.02,850570.461,204617
Personal Wash,HEB,11,2020,3/16/2020,438901,395673,1456856.62,1321114.977,154850
Personal Wash,HEB,12,2020,3/23/2020,273067,247033,914097.5,811600.521,251538
Personal Wash,HEB,13,2020,3/30/2020,300922,209158,1064736.75,825282.429,269974
Personal Wash,HEB,14,2020,4/6/2020,324454,269290,1227852.23,1015219.145,407151
Personal Wash,HEB,15,2020,4/13/2020,220183,160860,891306.83,644350.205,475146
Personal Wash,HEB,16,2020,4/20/2020,301314,251549,1218907.74,1037046.888,555790
Personal Wash,HEB,17,2020,4/27/2020,134841,113881,566812.2,494303.958,513310
Personal Wash,HEB,18,2020,5/4/2020,120517,97093,503490.68,396233.277,415333
Personal Wash,HEB,19,2020,5/11/2020,119826,93693,411851.84,283460.99,359056
Personal Wash,HEB,20,2020,5/18/2020,255278,203577,838274.5,749123.981,358803
Personal Wash,HEB,21,2020,5/25/2020,389159,294916,834303.17,652062.258,339349
Personal Wash,HEB,22,2020,6/1/2020,319756,186522,889634.25,592438.23,367557
Personal Wash,HEB,23,2020,6/8/2020,148895,115785,533253.36,450708.435,257424
Personal Wash,HEB,24,2020,6/15/2020,625462,205489,1692628.91,557023.119,282789
Personal Wash,HEB,25,2020,6/22/2020,392446,324532,1317657.31,1167640.333,
Personal Wash,HEB,26,2020,6/29/2020,219897,177709,815930.01,667454.499,
Personal Wash,Kroger,1,2020,1/6/2020,152824,131207,490447.62,472681.577,2902323
Personal Wash,Kroger,2,2020,1/13/2020,410227,399884,1589092.95,1563699.104,2894326
Personal Wash,Kroger,3,2020,1/20/2020,467572,433402,1668058.76,1577655.197,2921205
Personal Wash,Kroger,4,2020,1/27/2020,380310,352436,1433180.93,1373604.332,2950985
Personal Wash,Kroger,5,2020,2/3/2020,410724,374233,1562626.02,1468585.243,2896582
Personal Wash,Kroger,6,2020,2/10/2020,405709,398041,1544625.23,1511692.398,2952811
Personal Wash,Kroger,7,2020,2/17/2020,328666,318640,1300614.41,1264773.876,2930838
Personal Wash,Kroger,8,2020,2/24/2020,380312,374767,1637656,1619229.031,2953234
Personal Wash,Kroger,9,2020,3/2/2020,694910,682348,2580817.22,2554962.912,3052619
Personal Wash,Kroger,10,2020,3/9/2020,300166,281938,966552.69,917486.494,2911355
Personal Wash,Kroger,11,2020,3/16/2020,434024,417556,1674543.61,1622194.2,2499177
Personal Wash,Kroger,12,2020,3/23/2020,780682,662741,3006418.06,2606116.341,2275740
Personal Wash,Kroger,13,2020,3/30/2020,710821,574171,2763691.85,2182130.885,2448366
Personal Wash,Kroger,14,2020,4/6/2020,533265,438836,2043977.66,1670884.853,2427180
Personal Wash,Kroger,15,2020,4/13/2020,708857,535186,2618455.26,1894181.422,2731691
Personal Wash,Kroger,16,2020,4/20/2020,687221,550865,2691886.08,2097742.683,2930444
Personal Wash,Kroger,17,2020,4/27/2020,839509,361332,2159524.22,1452311.45,2875232
Personal Wash,Kroger,18,2020,5/4/2020,788169,644606,2724262.42,2371836.633,2964452
Personal Wash,Kroger,19,2020,5/11/2020,979606,581149,3167764.39,2003127.747,3095368
Personal Wash,Kroger,20,2020,5/18/2020,878224,509438,2850207.6,2016893.133,3114393
Personal Wash,Kroger,21,2020,5/25/2020,832354,759304,2335947.54,2119374.741,3285390
Personal Wash,Kroger,22,2020,6/1/2020,671131,563480,2306616.51,1905285.238,3431977
Personal Wash,Kroger,23,2020,6/8/2020,804098,623260,2783507.36,2328270.742,3283294
Personal Wash,Kroger,24,2020,6/15/2020,761207,692285,2540983.93,2287699.604,3648256
Personal Wash,Kroger,25,2020,6/22/2020,966467,739973,3198755.87,2727635.278,
Personal Wash,Kroger,26,2020,6/29/2020,776434,632814,3064439.34,2466956.454,
Personal Wash,Meijer,1,2020,1/6/2020,40248,38013,166232.15,157941.598,708939
Personal Wash,Meijer,2,2020,1/13/2020,158553,151433,703471.22,668198.09,718138
Personal Wash,Meijer,3,2020,1/20/2020,140427,130925,602955.43,558581.891,734040
Personal Wash,Meijer,4,2020,1/27/2020,170233,144027,734874.67,618625.526,764864
Personal Wash,Meijer,5,2020,2/3/2020,175261,151869,696851.98,625721.795,797402
Personal Wash,Meijer,6,2020,2/10/2020,255948,115095,615876.02,440992.458,764378
Personal Wash,Meijer,7,2020,2/17/2020,274031,227465,732110.27,603100.034,80554
Personal Wash,Meijer,8,2020,2/24/2020,155678,151279,659745.1,640693.001,806560
Personal Wash,Meijer,9,2020,3/2/2020,105596,109116,366680.83,342725.873,806313
Personal Wash,Meijer,10,2020,3/9/2020,90904,58297,260779.23,251258.303,795580
Personal Wash,Meijer,11,2020,3/16/2020,337831,257978,1201579.78,847549.349,679271
Personal Wash,Meijer,12,2020,3/23/2020,363049,260269,1046653.28,727797.734,731801
Personal Wash,Meijer,13,2020,3/30/2020,270923,230587,1134953.04,917722.133,839632
Personal Wash,Meijer,14,2020,4/6/2020,388392,289901,1416316.23,984000.165,1025665
Personal Wash,Meijer,15,2020,4/13/2020,345773,163542,1257810.71,684402.49,1111885
Personal Wash,Meijer,16,2020,4/20/2020,215167,158267,1005448.38,748069.965,1175489
Personal Wash,Meijer,17,2020,4/27/2020,174578,76377,864436.2,385832.256,1128893
Personal Wash,Meijer,18,2020,5/4/2020,184421,104181,852098.63,436639.105,1072905
Personal Wash,Meijer,19,2020,5/11/2020,165312,68356,593108.79,262344.861,1051942
Personal Wash,Meijer,20,2020,5/18/2020,100387,43375,432197.26,183034.837,1003054
Personal Wash,Meijer,21,2020,5/25/2020,149722,108074,437596,277992.587,960307
Personal Wash,Meijer,22,2020,6/1/2020,327943,212075,1294894.85,819768.984,925344
Personal Wash,Meijer,23,2020,6/8/2020,131201,53481,476349.11,188049.958,917850
Personal Wash,Meijer,24,2020,6/15/2020,108010,75212,433053.69,310410.326,856259
Personal Wash,Meijer,25,2020,6/22/2020,185411,128398,757345.98,545940.239,
Personal Wash,Meijer,26,2020,6/29/2020,106925,88171,451648.42,357281.599,
Personal Wash,Other,1,2020,1/6/2020,1175769,1049138,3006082.95,2643245.714,
Personal Wash,Other,2,2020,1/13/2020,2357141,2209389,1.10E+07,9771613.454,
Personal Wash,Other,3,2020,1/20/2020,1941262,1762063,1.10E+07,9941517.032,
Personal Wash,Other,4,2020,1/27/2020,2057841,1916268,1.10E+07,1.05E+07,
Personal Wash,Other,5,2020,2/3/2020,2269146,2003066,1.22E+07,1.04E+07,
Personal Wash,Other,6,2020,2/10/2020,1986231,1811233,1.08E+07,1.00E+07,
Personal Wash,Other,7,2020,2/17/2020,2184092,2088865,1.05E+07,9926879.975,
Personal Wash,Other,8,2020,2/24/2020,2178384,2009953,1.23E+07,1.10E+07,
Personal Wash,Other,9,2020,3/2/2020,2555338,2118176,1.55E+07,1.27E+07,
Personal Wash,Other,10,2020,3/9/2020,2921582,2330623,1.37E+07,1.24E+07,
Personal Wash,Other,11,2020,3/16/2020,3754471,3277722,2.26E+07,1.97E+07,
Personal Wash,Other,12,2020,3/23/2020,4552762,2797120,2.96E+07,1.78E+07,
Personal Wash,Other,13,2020,3/30/2020,4976629,2835592,3.43E+07,1.61E+07,
Personal Wash,Other,14,2020,4/6/2020,9270842,2749952,8.73E+07,1.40E+07,
Personal Wash,Other,15,2020,4/13/2020,1.36E+07,2912347,4.30E+07,1.72E+07,
Personal Wash,Other,16,2020,4/20/2020,5834757,2814577,3.26E+07,1.74E+07,
Personal Wash,Other,17,2020,4/27/2020,5571509,2363202,3.39E+07,1.55E+07,
Personal Wash,Other,18,2020,5/4/2020,4962403,2598270,2.69E+07,1.28E+07,
Personal Wash,Other,19,2020,5/11/2020,4284198.008,2347882.008,2.33E+07,1.40E+07,
Personal Wash,Other,20,2020,5/18/2020,5773569,3062324,2.73E+07,1.71E+07,
Personal Wash,Other,21,2020,5/25/2020,4632431,2919951,2.22E+07,1.56E+07,
Personal Wash,Other,22,2020,6/1/2020,4184042,2590164,2.01E+07,1.40E+07,
Personal Wash,Other,23,2020,6/8/2020,4409705,2780879,1.95E+07,1.31E+07,
Personal Wash,Other,24,2020,6/15/2020,4434351,2917325,2.40E+07,1.77E+07,
Personal Wash,Other,25,2020,6/22/2020,4786939,3334957,2.78E+07,2.07E+07,
Personal Wash,Other,26,2020,6/29/2020,4811576,3529397,3.03E+07,2.38E+07,
Personal Wash,Target,1,2020,1/6/2020,265686,221467,1254476.04,1063461.717,3529234
Personal Wash,Target,2,2020,1/13/2020,588887,499748,2763974.97,2355645.22,3388869
Personal Wash,Target,3,2020,1/20/2020,1089414,943945,4954299.61,4295879.082,3622338
Personal Wash,Target,4,2020,1/27/2020,797311,682231,3643004.37,3209189.212,3603116
Personal Wash,Target,5,2020,2/3/2020,1045231,899232,4601964.74,3998335.202,3752108
Personal Wash,Target,6,2020,2/10/2020,517302,403908,2350177.35,1892874.045,3687697
Personal Wash,Target,7,2020,2/17/2020,616641,519681,2733057.37,2314085.266,3399113
Personal Wash,Target,8,2020,2/24/2020,1007935,715508,4336696.11,3175277.829,3399127
Personal Wash,Target,9,2020,3/2/2020,978355,853476,4385550.63,3981935.867,3313864
